-0.000026,0.000298,-0.000445,0.000624,-0.000440,0.000570,0.000027,-0.004035,0.000052,-0.004882,0.005041,-0.017466,-0.063442,0.037850,
0.000030,0.000214,-0.000331,0.000478,-0.000368,0.000454,0.000072,-0.003309,0.002642,-0.008414,0.009604,-0.023455,-0.053242,-0.060257,
0.000049,0.000204,-0.000373,0.000577,-0.000458,0.000553,0.000097,-0.003663,0.001515,-0.001516,0.002930,-0.011519,-0.040873,-0.009569,
-0.000042,-0.000139,0.000103,-0.000054,-0.000120,-0.000042,-0.000638,0.000464,-0.000724,-0.002757,0.004051,0.009686,0.013705,0.022206,
0.000046,0.000096,-0.000278,0.000501,-0.000442,0.000518,-0.000133,-0.002713,0.001661,-0.003620,0.006518,0.001604,-0.019617,-0.004086,
-0.000008,-0.000050,0.000050,-0.000070,0.000024,-0.000054,-0.000038,0.000312,-0.001087,0.005632,-0.005678,-0.004875,-0.038790,0.002256,
-0.000013,-0.000142,0.000155,-0.000222,0.000042,-0.000192,-0.000125,0.000839,-0.001106,0.006224,-0.006644,-0.000880,-0.037998,0.000400,
0.000001,-0.000021,-0.000023,0.000068,-0.000099,0.000090,-0.000099,-0.000480,0.000001,0.001727,-0.000434,0.003168,-0.020917,-0.018989,
0.000044,0.000011,-0.000106,0.000227,-0.000204,0.000180,0.000092,-0.001343,0.000581,0.001568,-0.000112,0.001551,-0.027284,-0.012335,
-0.000007,-0.000026,0.000044,-0.000082,0.000045,-0.000019,-0.000047,0.000387,-0.000553,0.002636,-0.002988,0.001881,-0.017730,-0.021050,
-0.000000,-0.000057,0.000020,0.000001,-0.000085,0.000033,-0.000072,-0.000300,0.000212,0.001017,0.000469,0.004693,-0.040879,-0.020937,
-0.000009,-0.000120,0.000111,-0.000184,-0.000018,-0.000115,-0.000224,0.000877,-0.001276,0.008109,-0.008199,0.002541,-0.025464,-0.015061,
-0.000012,-0.000129,0.000117,-0.000199,0.000004,-0.000128,-0.000087,0.000495,-0.000290,0.003697,-0.003394,0.005370,-0.041834,-0.027139,
-0.000001,-0.000045,0.000015,-0.000006,-0.000058,0.000001,-0.000033,-0.000104,0.000074,0.000962,-0.000028,0.001923,-0.017450,-0.011180,
-0.000023,-0.000141,0.000160,-0.000309,0.000064,-0.000190,-0.000160,0.001066,-0.000916,0.005334,-0.005395,0.003233,-0.033425,0.002156,
-0.000013,-0.000090,0.000041,-0.000039,-0.000124,-0.000016,-0.000168,0.000244,-0.000523,0.001826,-0.000731,-0.000265,-0.022466,0.071357,
-0.000001,-0.000064,0.000037,-0.000059,-0.000044,-0.000031,-0.000084,0.000042,-0.000217,0.002742,-0.002122,0.002585,-0.027592,-0.030781,
0.000012,-0.000095,0.000030,-0.000038,-0.000062,-0.000046,-0.000106,-0.000168,-0.000402,0.006570,-0.005732,0.003728,-0.040238,-0.066709,
0.000004,0.000003,-0.000038,0.000102,-0.000074,0.000068,-0.000027,-0.000286,-0.000051,0.001206,-0.000548,0.000833,-0.014917,0.059319,
0.000004,-0.000105,0.000072,-0.000160,0.000030,-0.000097,-0.000078,0.000382,-0.001023,0.007309,-0.007110,0.000213,-0.039522,-0.069697,
0.000007,-0.000033,-0.000080,0.000248,-0.000217,0.000120,-0.000049,-0.001167,-0.000004,0.004787,-0.002813,-0.000759,-0.040218,-0.043071,
