-0.0976, -0.2709, -0.2770, -0.2758, 0.1045, -0.1743, 0.1963, 0.2969
-0.0986, -0.2719, -0.2780, -0.2768, 0.1035, -0.1753, 0.1953, 0.2959
-0.0995, -0.2729, -0.2790, -0.2778, 0.1025, -0.1763, 0.1943, 0.2949
-0.1005, -0.2739, -0.2800, -0.2787, 0.1015, -0.1773, 0.1933, 0.2939
-0.1015, -0.2749, -0.2810, -0.2797, 0.1005, -0.1783, 0.1923, 0.2929
-0.1025, -0.2759, -0.2820, -0.2807, 0.0995, -0.1793, 0.1913, 0.2919
-0.1035, -0.2769, -0.2830, -0.2817, 0.0985, -0.1803, 0.1903, 0.2909
-0.1045, -0.2779, -0.2840, -0.2827, 0.0975, -0.1813, 0.1893, 0.2899
-0.1055, -0.2788, -0.2850, -0.2837, 0.0965, -0.1823, 0.1883, 0.2889
-0.1065, -0.2798, -0.2860, -0.2847, 0.0955, -0.1832, 0.1873, 0.2879
-0.1075, -0.2808, -0.2870, -0.2857, 0.0945, -0.1842, 0.1863, 0.2869
-0.1085, -0.2818, -0.2880, -0.2867, 0.0936, -0.1852, 0.1853, 0.2859
-0.1095, -0.2828, -0.2890, -0.2877, 0.0926, -0.1862, 0.1843, 0.2849
-0.1105, -0.2838, -0.2900, -0.2887, 0.0916, -0.1872, 0.1833, 0.2839
-0.1114, -0.2848, -0.2910, -0.2897, 0.0906, -0.1882, 0.1823, 0.2830
-0.1124, -0.2858, -0.2920, -0.2907, 0.0896, -0.1892, 0.1813, 0.2820
-0.1134, -0.2868, -0.2930, -0.2917, 0.0887, -0.1902, 0.1803, 0.2810
-0.1144, -0.2878, -0.2940, -0.2927, 0.0877, -0.1912, 0.1793, 0.2800
-0.1154, -0.2888, -0.2950, -0.2937, 0.0867, -0.1922, 0.1783, 0.2790
-0.1164, -0.2898, -0.2960, -0.2947, 0.0857, -0.1932, 0.1774, 0.2780
-0.1174, -0.2908, -0.2969, -0.2957, 0.0847, -0.1942, 0.1764, 0.2770
-0.1184, -0.2918, -0.2979, -0.2967, 0.0838, -0.1952, 0.1755, 0.2760
-0.1193, -0.2928, -0.2988, -0.2977, 0.0828, -0.1962, 0.1745, 0.2750
-0.1203, -0.2938, -0.2998, -0.2987, 0.0818, -0.1972, 0.1736, 0.2740
-0.1213, -0.2948, -0.3007, -0.2997, 0.0808, -0.1982, 0.1726, 0.2730
-0.1223, -0.2958, -0.3017, -0.3007, 0.0798, -0.1992, 0.1716, 0.2720
-0.1233, -0.2968, -0.3027, -0.3017, 0.0788, -0.2002, 0.1707, 0.2710
-0.1243, -0.2977, -0.3037, -0.3026, 0.0778, -0.2011, 0.1697, 0.2700
-0.1253, -0.2987, -0.3046, -0.3036, 0.0769, -0.2021, 0.1687, 0.2691
-0.1263, -0.2997, -0.3056, -0.3046, 0.0759, -0.2030, 0.1678, 0.2681
-0.1273, -0.3006, -0.3065, -0.3055, 0.0749, -0.2040, 0.1668, 0.2672
-0.1283, -0.3016, -0.3075, -0.3064, 0.0739, -0.2049, 0.1659, 0.2662
-0.1293, -0.3025, -0.3085, -0.3074, 0.0729, -0.2059, 0.1649, 0.2653
-0.1303, -0.3035, -0.3094, -0.3083, 0.0719, -0.2068, 0.1640, 0.2644
-0.1313, -0.3044, -0.3103, -0.3092, 0.0709, -0.2078, 0.1630, 0.2634
-0.1323, -0.3054, -0.3112, -0.3102, 0.0700, -0.2088, 0.1621, 0.2625
-0.1333, -0.3063, -0.3122, -0.3111, 0.0690, -0.2097, 0.1612, 0.2616
-0.1343, -0.3073, -0.3131, -0.3120, 0.0680, -0.2107, 0.1603, 0.2606
-0.1353, -0.3082, -0.3140, -0.3129, 0.0670, -0.2116, 0.1594, 0.2597
-0.1363, -0.3091, -0.3150, -0.3138, 0.0660, -0.2125, 0.1584, 0.2588
-0.1373, -0.3101, -0.3159, -0.3147, 0.0650, -0.2134, 0.1575, 0.2579
-0.1384, -0.3110, -0.3168, -0.3156, 0.0640, -0.2143, 0.1566, 0.2570
-0.1394, -0.3119, -0.3178, -0.3165, 0.0630, -0.2152, 0.1557, 0.2561
-0.1404, -0.3128, -0.3187, -0.3174, 0.0620, -0.2162, 0.1548, 0.2552
-0.1414, -0.3137, -0.3196, -0.3183, 0.0610, -0.2170, 0.1539, 0.2543
-0.1424, -0.3146, -0.3205, -0.3193, 0.0600, -0.2180, 0.1530, 0.2534
-0.1434, -0.3155, -0.3214, -0.3202, 0.0590, -0.2189, 0.1521, 0.2525
-0.1445, -0.3164, -0.3223, -0.3211, 0.0580, -0.2198, 0.1512, 0.2515
-0.1455, -0.3173, -0.3232, -0.3220, 0.0570, -0.2207, 0.1504, 0.2506
-0.1465, -0.3182, -0.3240, -0.3229, 0.0560, -0.2216, 0.1495, 0.2497
-0.1476, -0.3192, -0.3249, -0.3239, 0.0549, -0.2225, 0.1487, 0.2488
-0.1486, -0.3201, -0.3257, -0.3248, 0.0539, -0.2234, 0.1479, 0.2479
-0.1496, -0.3210, -0.3266, -0.3257, 0.0529, -0.2243, 0.1470, 0.2470
-0.1507, -0.3219, -0.3274, -0.3266, 0.0519, -0.2252, 0.1462, 0.2461
-0.1517, -0.3228, -0.3282, -0.3275, 0.0509, -0.2261, 0.1454, 0.2452
-0.1527, -0.3237, -0.3290, -0.3283, 0.0499, -0.2270, 0.1446, 0.2443
-0.1538, -0.3246, -0.3298, -0.3292, 0.0489, -0.2279, 0.1438, 0.2434
-0.1548, -0.3255, -0.3306, -0.3301, 0.0478, -0.2288, 0.1430, 0.2426
-0.1559, -0.3264, -0.3315, -0.3310, 0.0468, -0.2297, 0.1422, 0.2417
-0.1569, -0.3272, -0.3323, -0.3319, 0.0458, -0.2306, 0.1414, 0.2408
-0.1579, -0.3281, -0.3331, -0.3327, 0.0448, -0.2315, 0.1407, 0.2400
-0.1589, -0.3290, -0.3339, -0.3336, 0.0438, -0.2323, 0.1399, 0.2391
-0.1600, -0.3299, -0.3347, -0.3345, 0.0428, -0.2332, 0.1391, 0.2382
-0.1610, -0.3308, -0.3354, -0.3353, 0.0418, -0.2341, 0.1383, 0.2374
-0.1620, -0.3317, -0.3362, -0.3362, 0.0408, -0.2350, 0.1376, 0.2365
-0.1630, -0.3326, -0.3370, -0.3371, 0.0398, -0.2359, 0.1368, 0.2356
-0.1641, -0.3334, -0.3377, -0.3380, 0.0388, -0.2367, 0.1361, 0.2348
-0.1651, -0.3343, -0.3385, -0.3388, 0.0378, -0.2376, 0.1354, 0.2339
-0.1662, -0.3352, -0.3392, -0.3397, 0.0368, -0.2385, 0.1346, 0.2330
-0.1672, -0.3361, -0.3400, -0.3406, 0.0358, -0.2394, 0.1339, 0.2322
-0.1682, -0.3370, -0.3407, -0.3415, 0.0348, -0.2403, 0.1331, 0.2313
-0.1693, -0.3379, -0.3414, -0.3423, 0.0338, -0.2411, 0.1324, 0.2304
-0.1703, -0.3387, -0.3421, -0.3432, 0.0327, -0.2420, 0.1318, 0.2296
-0.1714, -0.3396, -0.3428, -0.3441, 0.0317, -0.2429, 0.1311, 0.2287
-0.1724, -0.3404, -0.3435, -0.3450, 0.0307, -0.2437, 0.1304, 0.2279
-0.1735, -0.3413, -0.3442, -0.3458, 0.0297, -0.2446, 0.1296, 0.2270
-0.1745, -0.3422, -0.3449, -0.3467, 0.0287, -0.2454, 0.1289, 0.2261
-0.1756, -0.3430, -0.3457, -0.3476, 0.0276, -0.2463, 0.1281, 0.2252
-0.1766, -0.3439, -0.3463, -0.3485, 0.0266, -0.2471, 0.1274, 0.2244
-0.1777, -0.3448, -0.3470, -0.3493, 0.0256, -0.2480, 0.1266, 0.2235
-0.1787, -0.3456, -0.3477, -0.3502, 0.0246, -0.2488, 0.1259, 0.2227
-0.1798, -0.3465, -0.3483, -0.3510, 0.0236, -0.2497, 0.1253, 0.2218
-0.1809, -0.3473, -0.3490, -0.3519, 0.0226, -0.2505, 0.1246, 0.2209
-0.1819, -0.3482, -0.3495, -0.3527, 0.0215, -0.2514, 0.1240, 0.2201
-0.1830, -0.3490, -0.3501, -0.3536, 0.0205, -0.2522, 0.1234, 0.2193
-0.1840, -0.3498, -0.3507, -0.3544, 0.0195, -0.2530, 0.1229, 0.2185
-0.1851, -0.3507, -0.3512, -0.3552, 0.0185, -0.2538, 0.1223, 0.2177
-0.1862, -0.3515, -0.3517, -0.3560, 0.0174, -0.2547, 0.1218, 0.2168
-0.1872, -0.3523, -0.3521, -0.3568, 0.0164, -0.2555, 0.1213, 0.2161
-0.1883, -0.3532, -0.3526, -0.3576, 0.0154, -0.2563, 0.1209, 0.2153
-0.1893, -0.3540, -0.3530, -0.3584, 0.0144, -0.2571, 0.1204, 0.2145
-0.1904, -0.3548, -0.3535, -0.3592, 0.0134, -0.2579, 0.1200, 0.2137
-0.1914, -0.3556, -0.3539, -0.3599, 0.0124, -0.2587, 0.1195, 0.2130
-0.1925, -0.3564, -0.3544, -0.3607, 0.0114, -0.2594, 0.1191, 0.2122
-0.1935, -0.3572, -0.3548, -0.3615, 0.0104, -0.2602, 0.1187, 0.2115
-0.1945, -0.3579, -0.3553, -0.3622, 0.0094, -0.2610, 0.1182, 0.2107
-0.1955, -0.3587, -0.3557, -0.3630, 0.0084, -0.2617, 0.1178, 0.2100
-0.1966, -0.3595, -0.3561, -0.3637, 0.0074, -0.2625, 0.1174, 0.2093
-0.1976, -0.3603, -0.3564, -0.3645, 0.0064, -0.2633, 0.1170, 0.2085
-0.1987, -0.3610, -0.3568, -0.3652, 0.0054, -0.2640, 0.1167, 0.2078
-0.1998, -0.3618, -0.3571, -0.3660, 0.0044, -0.2648, 0.1163, 0.2070
-0.2008, -0.3626, -0.3575, -0.3668, 0.0034, -0.2655, 0.1160, 0.2063
-0.2018, -0.3633, -0.3578, -0.3675, 0.0025, -0.2663, 0.1156, 0.2056
-0.2029, -0.3641, -0.3582, -0.3683, 0.0015, -0.2670, 0.1153, 0.2048
-0.2039, -0.3648, -0.3586, -0.3690, 0.0005, -0.2678, 0.1149, 0.2041
-0.2049, -0.3656, -0.3590, -0.3698, -0.0005, -0.2685, 0.1145, 0.2034
-0.2060, -0.3663, -0.3594, -0.3705, -0.0014, -0.2692, 0.1141, 0.2026
-0.2070, -0.3670, -0.3598, -0.3713, -0.0024, -0.2700, 0.1137, 0.2019
-0.2080, -0.3678, -0.3602, -0.3721, -0.0034, -0.2707, 0.1133, 0.2011
-0.2091, -0.3685, -0.3605, -0.3729, -0.0043, -0.2714, 0.1130, 0.2003
-0.2102, -0.3693, -0.3608, -0.3737, -0.0053, -0.2721, 0.1127, 0.1995
-0.2113, -0.3699, -0.3612, -0.3745, -0.0063, -0.2728, 0.1123, 0.1987
-0.2123, -0.3706, -0.3616, -0.3752, -0.0073, -0.2735, 0.1119, 0.1979
-0.2134, -0.3713, -0.3619, -0.3760, -0.0083, -0.2742, 0.1116, 0.1972
-0.2144, -0.3720, -0.3623, -0.3768, -0.0093, -0.2749, 0.1112, 0.1964
-0.2155, -0.3727, -0.3627, -0.3776, -0.0102, -0.2755, 0.1108, 0.1956
-0.2165, -0.3734, -0.3630, -0.3783, -0.0112, -0.2762, 0.1105, 0.1949
-0.2176, -0.3740, -0.3633, -0.3791, -0.0121, -0.2768, 0.1102, 0.1941
-0.2186, -0.3747, -0.3636, -0.3798, -0.0131, -0.2775, 0.1099, 0.1934
-0.2197, -0.3753, -0.3639, -0.3805, -0.0140, -0.2781, 0.1095, 0.1927
-0.2207, -0.3759, -0.3642, -0.3813, -0.0149, -0.2787, 0.1092, 0.1919
-0.2217, -0.3765, -0.3645, -0.3820, -0.0158, -0.2793, 0.1089, 0.1912
-0.2228, -0.3771, -0.3647, -0.3827, -0.0168, -0.2799, 0.1087, 0.1906
-0.2239, -0.3777, -0.3650, -0.3834, -0.0177, -0.2805, 0.1084, 0.1899
-0.2249, -0.3783, -0.3652, -0.3840, -0.0186, -0.2811, 0.1082, 0.1892
-0.2259, -0.3789, -0.3655, -0.3847, -0.0195, -0.2817, 0.1079, 0.1885
-0.2269, -0.3795, -0.3657, -0.3854, -0.0204, -0.2822, 0.1076, 0.1879
-0.2280, -0.3801, -0.3659, -0.3860, -0.0213, -0.2828, 0.1075, 0.1872
-0.2290, -0.3807, -0.3661, -0.3867, -0.0222, -0.2834, 0.1072, 0.1865
-0.2300, -0.3813, -0.3663, -0.3874, -0.0231, -0.2840, 0.1070, 0.1859
-0.2310, -0.3820, -0.3666, -0.3881, -0.0239, -0.2846, 0.1068, 0.1852
-0.2320, -0.3826, -0.3668, -0.3888, -0.0248, -0.2852, 0.1065, 0.1845
-0.2330, -0.3832, -0.3671, -0.3894, -0.0256, -0.2858, 0.1062, 0.1839
-0.2339, -0.3838, -0.3674, -0.3901, -0.0264, -0.2864, 0.1059, 0.1832
-0.2348, -0.3844, -0.3676, -0.3907, -0.0272, -0.2870, 0.1056, 0.1826
-0.2358, -0.3850, -0.3679, -0.3914, -0.0279, -0.2876, 0.1053, 0.1820
-0.2367, -0.3857, -0.3683, -0.3920, -0.0287, -0.2883, 0.1049, 0.1814
-0.2376, -0.3863, -0.3686, -0.3927, -0.0294, -0.2889, 0.1045, 0.1807
-0.2385, -0.3869, -0.3690, -0.3933, -0.0301, -0.2895, 0.1041, 0.1801
-0.2394, -0.3876, -0.3693, -0.3940, -0.0309, -0.2901, 0.1037, 0.1795
-0.2403, -0.3882, -0.3696, -0.3946, -0.0316, -0.2907, 0.1034, 0.1789
-0.2413, -0.3888, -0.3699, -0.3952, -0.0323, -0.2913, 0.1031, 0.1783
-0.2422, -0.3894, -0.3701, -0.3959, -0.0331, -0.2919, 0.1029, 0.1776
-0.2432, -0.3900, -0.3701, -0.3965, -0.0339, -0.2925, 0.1028, 0.1770
-0.2442, -0.3907, -0.3702, -0.3972, -0.0346, -0.2931, 0.1027, 0.1764
-0.2452, -0.3913, -0.3702, -0.3978, -0.0354, -0.2937, 0.1027, 0.1758
-0.2461, -0.3919, -0.3702, -0.3984, -0.0362, -0.2943, 0.1027, 0.1752
-0.2471, -0.3925, -0.3703, -0.3991, -0.0369, -0.2949, 0.1026, 0.1746
-0.2480, -0.3931, -0.3703, -0.3997, -0.0377, -0.2954, 0.1026, 0.1740
-0.2490, -0.3937, -0.3704, -0.4003, -0.0384, -0.2960, 0.1025, 0.1734
-0.2500, -0.3943, -0.3704, -0.4010, -0.0391, -0.2966, 0.1025, 0.1728
-0.2509, -0.3948, -0.3704, -0.4016, -0.0399, -0.2972, 0.1025, 0.1722
-0.2518, -0.3954, -0.3706, -0.4022, -0.0405, -0.2977, 0.1023, 0.1716
-0.2527, -0.3960, -0.3707, -0.4028, -0.0412, -0.2982, 0.1022, 0.1710
-0.2537, -0.3965, -0.3709, -0.4035, -0.0418, -0.2988, 0.1021, 0.1704
-0.2546, -0.3971, -0.3710, -0.4041, -0.0425, -0.2993, 0.1019, 0.1698
-0.2555, -0.3976, -0.3711, -0.4047, -0.0432, -0.2998, 0.1019, 0.1692
-0.2564, -0.3982, -0.3712, -0.4052, -0.0438, -0.3004, 0.1017, 0.1686
-0.2573, -0.3987, -0.3712, -0.4058, -0.0444, -0.3009, 0.1017, 0.1681
-0.2582, -0.3993, -0.3713, -0.4064, -0.0450, -0.3014, 0.1016, 0.1676
-0.2592, -0.3998, -0.3713, -0.4069, -0.0456, -0.3019, 0.1016, 0.1671
-0.2601, -0.4004, -0.3713, -0.4075, -0.0462, -0.3025, 0.1016, 0.1666
-0.2611, -0.4009, -0.3712, -0.4080, -0.0469, -0.3030, 0.1017, 0.1661
-0.2620, -0.4015, -0.3712, -0.4085, -0.0475, -0.3035, 0.1018, 0.1656
-0.2630, -0.4020, -0.3711, -0.4091, -0.0482, -0.3040, 0.1019, 0.1651
-0.2640, -0.4025, -0.3710, -0.4096, -0.0488, -0.3045, 0.1020, 0.1645
-0.2649, -0.4030, -0.3709, -0.4101, -0.0495, -0.3050, 0.1020, 0.1640
-0.2659, -0.4035, -0.3709, -0.4107, -0.0501, -0.3055, 0.1021, 0.1635
-0.2668, -0.4040, -0.3708, -0.4112, -0.0507, -0.3060, 0.1022, 0.1630
-0.2678, -0.4046, -0.3708, -0.4117, -0.0513, -0.3065, 0.1022, 0.1626
-0.2688, -0.4051, -0.3707, -0.4122, -0.0519, -0.3070, 0.1023, 0.1621
-0.2698, -0.4057, -0.3706, -0.4128, -0.0524, -0.3075, 0.1023, 0.1616
