-0.1538, 0.3733, -0.5091
-0.1548, 0.3723, -0.5101
-0.1558, 0.3713, -0.5111
-0.1568, 0.3703, -0.5121
-0.1578, 0.3693, -0.5131
-0.1588, 0.3683, -0.5141
-0.1598, 0.3673, -0.5152
-0.1608, 0.3663, -0.5162
-0.1618, 0.3653, -0.5172
-0.1628, 0.3644, -0.5181
-0.1638, 0.3634, -0.5191
-0.1648, 0.3624, -0.5201
-0.1658, 0.3614, -0.5211
-0.1668, 0.3604, -0.5221
-0.1678, 0.3594, -0.5231
-0.1687, 0.3584, -0.5241
-0.1697, 0.3574, -0.5250
-0.1707, 0.3564, -0.5260
-0.1717, 0.3555, -0.5270
-0.1727, 0.3545, -0.5280
-0.1737, 0.3535, -0.5290
-0.1747, 0.3525, -0.5300
-0.1757, 0.3515, -0.5309
-0.1767, 0.3506, -0.5319
-0.1777, 0.3496, -0.5329
-0.1786, 0.3486, -0.5339
-0.1796, 0.3476, -0.5349
-0.1806, 0.3467, -0.5359
-0.1816, 0.3457, -0.5369
-0.1826, 0.3448, -0.5378
-0.1835, 0.3439, -0.5388
-0.1845, 0.3430, -0.5398
-0.1855, 0.3421, -0.5407
-0.1864, 0.3412, -0.5417
-0.1874, 0.3403, -0.5426
-0.1883, 0.3394, -0.5436
-0.1893, 0.3385, -0.5445
-0.1902, 0.3376, -0.5455
-0.1912, 0.3368, -0.5464
-0.1921, 0.3359, -0.5474
-0.1930, 0.3350, -0.5484
-0.1940, 0.3342, -0.5493
-0.1949, 0.3333, -0.5502
-0.1958, 0.3324, -0.5512
-0.1967, 0.3316, -0.5521
-0.1977, 0.3307, -0.5531
-0.1986, 0.3299, -0.5540
-0.1995, 0.3291, -0.5550
-0.2004, 0.3282, -0.5559
-0.2013, 0.3274, -0.5568
-0.2023, 0.3266, -0.5578
-0.2032, 0.3259, -0.5587
-0.2041, 0.3251, -0.5596
-0.2050, 0.3243, -0.5605
-0.2059, 0.3236, -0.5614
-0.2068, 0.3228, -0.5623
-0.2077, 0.3220, -0.5632
-0.2086, 0.3213, -0.5641
-0.2095, 0.3205, -0.5650
-0.2103, 0.3198, -0.5659
-0.2112, 0.3191, -0.5668
-0.2121, 0.3184, -0.5677
-0.2129, 0.3177, -0.5685
-0.2138, 0.3171, -0.5693
-0.2146, 0.3165, -0.5702
-0.2154, 0.3159, -0.5710
-0.2162, 0.3152, -0.5718
-0.2171, 0.3146, -0.5727
-0.2179, 0.3139, -0.5735
-0.2188, 0.3133, -0.5744
-0.2196, 0.3126, -0.5752
-0.2205, 0.3120, -0.5761
-0.2214, 0.3114, -0.5770
-0.2222, 0.3108, -0.5778
-0.2231, 0.3102, -0.5787
-0.2239, 0.3095, -0.5794
-0.2247, 0.3089, -0.5802
-0.2255, 0.3083, -0.5810
-0.2263, 0.3076, -0.5818
-0.2272, 0.3070, -0.5826
-0.2280, 0.3064, -0.5835
-0.2288, 0.3059, -0.5844
-0.2297, 0.3054, -0.5852
-0.2305, 0.3049, -0.5861
-0.2313, 0.3044, -0.5869
-0.2322, 0.3038, -0.5877
-0.2330, 0.3034, -0.5885
-0.2338, 0.3030, -0.5894
-0.2347, 0.3026, -0.5902
-0.2355, 0.3022, -0.5910
-0.2363, 0.3019, -0.5918
-0.2371, 0.3015, -0.5926
-0.2379, 0.3012, -0.5934
-0.2387, 0.3009, -0.5942
-0.2394, 0.3006, -0.5949
-0.2402, 0.3005, -0.5957
-0.2409, 0.3003, -0.5964
-0.2416, 0.3002, -0.5972
-0.2424, 0.3001, -0.5979
-0.2431, 0.3000, -0.5986
-0.2438, 0.3000, -0.5993
-0.2446, 0.2999, -0.6001
-0.2453, 0.2997, -0.6009
-0.2461, 0.2999, -0.6017
-0.2469, 0.2999, -0.6025
-0.2477, 0.3000, -0.6034
-0.2485, 0.3000, -0.6042
-0.2493, 0.3000, -0.6050
-0.2502, 0.3000, -0.6058
-0.2510, 0.3001, -0.6066
-0.2518, 0.3003, -0.6075
-0.2526, 0.3005, -0.6084
-0.2535, 0.3008, -0.6092
-0.2543, 0.3010, -0.6100
-0.2551, 0.3014, -0.6108
-0.2559, 0.3018, -0.6117
-0.2567, 0.3022, -0.6125
-0.2576, 0.3026, -0.6134
-0.2585, 0.3029, -0.6143
-0.2593, 0.3032, -0.6151
-0.2602, 0.3035, -0.6160
-0.2611, 0.3039, -0.6169
-0.2620, 0.3042, -0.6178
-0.2629, 0.3044, -0.6186
-0.2638, 0.3048, -0.6196
-0.2645, 0.3052, -0.6204
-0.2652, 0.3057, -0.6212
-0.2659, 0.3063, -0.6220
-0.2666, 0.3070, -0.6228
-0.2673, 0.3076, -0.6234
-0.2679, 0.3081, -0.6241
-0.2685, 0.3086, -0.6247
-0.2690, 0.3091, -0.6254
-0.2695, 0.3097, -0.6261
-0.2700, 0.3103, -0.6268
-0.2706, 0.3109, -0.6275
-0.2712, 0.3116, -0.6283
-0.2719, 0.3122, -0.6291
-0.2725, 0.3130, -0.6298
-0.2727, 0.3143, -0.6302
-0.2730, 0.3154, -0.6307
-0.2734, 0.3164, -0.6313
-0.2737, 0.3176, -0.6318
-0.2742, 0.3187, -0.6324
-0.2746, 0.3197, -0.6330
-0.2751, 0.3206, -0.6336
-0.2755, 0.3215, -0.6342
-0.2759, 0.3222, -0.6348
-0.2763, 0.3230, -0.6354
-0.2768, 0.3237, -0.6360
-0.2773, 0.3245, -0.6366
-0.2777, 0.3252, -0.6371
-0.2782, 0.3257, -0.6377
-0.2787, 0.3263, -0.6383
-0.2793, 0.3269, -0.6389
-0.2797, 0.3274, -0.6395
-0.2802, 0.3281, -0.6400
-0.2807, 0.3287, -0.6406
-0.2812, 0.3294, -0.6412
-0.2818, 0.3301, -0.6417
-0.2825, 0.3310, -0.6423
-0.2832, 0.3318, -0.6428
-0.2839, 0.3326, -0.6434
-0.2846, 0.3333, -0.6442
-0.2854, 0.3341, -0.6449
-0.2861, 0.3349, -0.6456
-0.2868, 0.3358, -0.6463
-0.2875, 0.3366, -0.6470
-0.2882, 0.3375, -0.6479
-0.2890, 0.3383, -0.6487
-0.2898, 0.3391, -0.6495
-0.2906, 0.3398, -0.6505
-0.2915, 0.3406, -0.6514
-0.2924, 0.3415, -0.6524
-0.2933, 0.3425, -0.6534
-0.2941, 0.3436, -0.6543
-0.2948, 0.3446, -0.6553
-0.2955, 0.3457, -0.6562
-0.2963, 0.3469, -0.6572
-0.2971, 0.3479, -0.6583
-0.2979, 0.3488, -0.6592
-0.2986, 0.3497, -0.6601
-0.2994, 0.3506, -0.6611
-0.3003, 0.3517, -0.6621
-0.3012, 0.3528, -0.6632
-0.3020, 0.3540, -0.6643
-0.3026, 0.3554, -0.6650
-0.3032, 0.3568, -0.6658
-0.3038, 0.3581, -0.6664
-0.3044, 0.3593, -0.6671
-0.3051, 0.3605, -0.6678
-0.3060, 0.3617, -0.6686
-0.3070, 0.3628, -0.6695
-0.3081, 0.3638, -0.6703
-0.3092, 0.3648, -0.6710
-0.3102, 0.3658, -0.6718
-0.3113, 0.3669, -0.6727
-0.3123, 0.3679, -0.6736
-0.3133, 0.3689, -0.6745
-0.3145, 0.3699, -0.6754
-0.3155, 0.3710, -0.6764
-0.3166, 0.3722, -0.6775
-0.3177, 0.3734, -0.6786
-0.3188, 0.3745, -0.6797
-0.3199, 0.3757, -0.6808
-0.3208, 0.3769, -0.6820
-0.3218, 0.3780, -0.6832
-0.3228, 0.3791, -0.6846
-0.3237, 0.3803, -0.6858
-0.3246, 0.3815, -0.6871
-0.3255, 0.3828, -0.6884
-0.3265, 0.3839, -0.6896
-0.3274, 0.3849, -0.6908
-0.3283, 0.3860, -0.6920
-0.3294, 0.3872, -0.6933
-0.3306, 0.3885, -0.6945
-0.3318, 0.3897, -0.6958
-0.3331, 0.3911, -0.6972
-0.3344, 0.3924, -0.6985
-0.3358, 0.3937, -0.6999
-0.3369, 0.3950, -0.7011
-0.3380, 0.3965, -0.7019
-0.3390, 0.3978, -0.7028
-0.3400, 0.3991, -0.7034
-0.3412, 0.4003, -0.7042
-0.3422, 0.4013, -0.7053
-0.3433, 0.4023, -0.7064
-0.3444, 0.4030, -0.7074
-0.3456, 0.4037, -0.7086
-0.3469, 0.4043, -0.7099
-0.3483, 0.4049, -0.7112
-0.3496, 0.4054, -0.7125
-0.3511, 0.4061, -0.7140
-0.3526, 0.4069, -0.7155
-0.3543, 0.4078, -0.7171
-0.3560, 0.4089, -0.7187
-0.3575, 0.4099, -0.7203
-0.3590, 0.4107, -0.7220
-0.3600, 0.4115, -0.7237
-0.3612, 0.4123, -0.7254
-0.3624, 0.4130, -0.7271
-0.3638, 0.4137, -0.7288
-0.3652, 0.4145, -0.7306
-0.3667, 0.4155, -0.7323
-0.3682, 0.4164, -0.7338
-0.3699, 0.4174, -0.7353
-0.3717, 0.4184, -0.7369
-0.3737, 0.4193, -0.7386
-0.3756, 0.4202, -0.7403
-0.3774, 0.4212, -0.7419
