-0.0990, -0.3046, -0.0956, 0.0453, -0.4156
-0.1000, -0.3056, -0.0946, 0.0443, -0.4146
-0.1010, -0.3066, -0.0936, 0.0433, -0.4136
-0.1020, -0.3075, -0.0926, 0.0423, -0.4126
-0.1030, -0.3085, -0.0916, 0.0413, -0.4116
-0.1040, -0.3095, -0.0906, 0.0404, -0.4106
-0.1050, -0.3105, -0.0896, 0.0394, -0.4097
-0.1060, -0.3115, -0.0886, 0.0384, -0.4087
-0.1070, -0.3125, -0.0876, 0.0375, -0.4077
-0.1080, -0.3134, -0.0867, 0.0365, -0.4068
-0.1089, -0.3144, -0.0857, 0.0356, -0.4059
-0.1099, -0.3154, -0.0847, 0.0347, -0.4050
-0.1109, -0.3165, -0.0837, 0.0338, -0.4042
-0.1119, -0.3175, -0.0828, 0.0330, -0.4034
-0.1128, -0.3185, -0.0818, 0.0322, -0.4026
-0.1138, -0.3195, -0.0808, 0.0314, -0.4019
-0.1148, -0.3205, -0.0799, 0.0307, -0.4013
-0.1157, -0.3216, -0.0790, 0.0301, -0.4007
-0.1167, -0.3226, -0.0780, 0.0294, -0.4001
-0.1176, -0.3236, -0.0771, 0.0288, -0.3996
-0.1186, -0.3246, -0.0762, 0.0282, -0.3992
-0.1195, -0.3256, -0.0752, 0.0275, -0.3987
-0.1204, -0.3266, -0.0743, 0.0269, -0.3983
-0.1213, -0.3276, -0.0734, 0.0263, -0.3980
-0.1222, -0.3286, -0.0725, 0.0257, -0.3978
-0.1231, -0.3296, -0.0717, 0.0251, -0.3976
-0.1240, -0.3306, -0.0708, 0.0246, -0.3975
-0.1248, -0.3316, -0.0699, 0.0240, -0.3975
-0.1257, -0.3326, -0.0691, 0.0235, -0.3975
-0.1265, -0.3336, -0.0682, 0.0230, -0.3975
-0.1273, -0.3346, -0.0674, 0.0225, -0.3976
-0.1282, -0.3355, -0.0666, 0.0221, -0.3978
-0.1290, -0.3365, -0.0658, 0.0216, -0.3980
-0.1297, -0.3375, -0.0650, 0.0212, -0.3982
-0.1305, -0.3384, -0.0642, 0.0208, -0.3986
-0.1312, -0.3394, -0.0634, 0.0205, -0.3989
-0.1320, -0.3404, -0.0627, 0.0201, -0.3994
-0.1327, -0.3413, -0.0619, 0.0198, -0.3998
-0.1334, -0.3423, -0.0612, 0.0195, -0.4003
-0.1340, -0.3432, -0.0605, 0.0193, -0.4009
-0.1347, -0.3441, -0.0598, 0.0191, -0.4016
-0.1353, -0.3450, -0.0592, 0.0190, -0.4023
-0.1358, -0.3460, -0.0585, 0.0189, -0.4031
-0.1364, -0.3469, -0.0579, 0.0189, -0.4039
-0.1369, -0.3478, -0.0572, 0.0189, -0.4048
-0.1374, -0.3488, -0.0566, 0.0189, -0.4056
-0.1379, -0.3497, -0.0560, 0.0190, -0.4066
-0.1384, -0.3506, -0.0554, 0.0192, -0.4075
-0.1388, -0.3515, -0.0549, 0.0194, -0.4085
-0.1392, -0.3523, -0.0543, 0.0195, -0.4094
-0.1395, -0.3531, -0.0538, 0.0196, -0.4104
-0.1398, -0.3539, -0.0533, 0.0197, -0.4114
-0.1401, -0.3547, -0.0529, 0.0198, -0.4124
-0.1403, -0.3555, -0.0524, 0.0199, -0.4134
-0.1405, -0.3562, -0.0520, 0.0200, -0.4145
-0.1407, -0.3569, -0.0516, 0.0202, -0.4155
-0.1408, -0.3575, -0.0512, 0.0203, -0.4166
-0.1410, -0.3583, -0.0508, 0.0206, -0.4177
-0.1411, -0.3589, -0.0504, 0.0209, -0.4188
-0.1412, -0.3596, -0.0500, 0.0212, -0.4199
-0.1413, -0.3603, -0.0497, 0.0216, -0.4211
-0.1413, -0.3609, -0.0494, 0.0220, -0.4222
-0.1413, -0.3615, -0.0491, 0.0224, -0.4234
-0.1413, -0.3621, -0.0488, 0.0228, -0.4246
-0.1411, -0.3626, -0.0486, 0.0233, -0.4259
-0.1410, -0.3631, -0.0484, 0.0238, -0.4271
-0.1408, -0.3636, -0.0482, 0.0243, -0.4284
-0.1405, -0.3641, -0.0480, 0.0249, -0.4298
-0.1403, -0.3646, -0.0479, 0.0256, -0.4311
-0.1400, -0.3650, -0.0477, 0.0263, -0.4324
-0.1396, -0.3655, -0.0476, 0.0270, -0.4338
-0.1392, -0.3659, -0.0475, 0.0279, -0.4352
-0.1388, -0.3663, -0.0474, 0.0287, -0.4366
-0.1384, -0.3667, -0.0474, 0.0296, -0.4380
-0.1379, -0.3670, -0.0474, 0.0304, -0.4394
-0.1373, -0.3673, -0.0474, 0.0311, -0.4409
-0.1367, -0.3674, -0.0475, 0.0318, -0.4423
-0.1360, -0.3675, -0.0476, 0.0325, -0.4439
-0.1354, -0.3676, -0.0477, 0.0332, -0.4454
-0.1347, -0.3677, -0.0478, 0.0340, -0.4469
-0.1341, -0.3679, -0.0479, 0.0348, -0.4484
