2.2167,0.2552,3.2068,2.2284,4.7567,3.5373,3.2348,0.6888,5.8063,1.2198,5.7227,
2.2224,0.2548,3.2071,2.2587,4.7620,3.5676,3.2351,0.6620,5.8505,1.2250,5.7837,
2.2078,0.2488,3.2088,2.2555,4.7293,3.5768,3.2347,0.6580,5.8735,1.2676,5.8243,
2.2147,0.2452,3.2092,2.2611,4.7347,3.5803,3.2335,0.6590,5.8847,1.2503,5.8259,
2.2213,0.2385,3.2153,2.2700,4.7396,3.6057,3.2346,0.6520,5.9060,1.2545,5.8739,
2.2307,0.2342,3.2217,2.2742,4.7714,3.6073,3.2363,0.6526,5.9392,1.2403,5.8603,
2.2381,0.2375,3.2228,2.2957,4.7945,3.6199,3.2268,0.6340,5.9987,1.2300,5.8969,
2.2456,0.2379,3.2300,2.3083,4.8112,3.6193,3.2273,0.6191,6.0374,1.2127,5.9179,
2.2565,0.2385,3.2215,2.3161,4.8147,3.6162,3.2236,0.6120,6.0499,1.2167,5.9420,
2.2596,0.2413,3.2173,2.3148,4.8244,3.6107,3.2119,0.6097,6.0466,1.2209,5.9575,
2.2696,0.2453,3.2093,2.3381,4.8302,3.6224,3.2018,0.5877,6.0701,1.2216,6.0138,
2.2533,0.2380,3.1998,2.3183,4.8172,3.6143,3.1896,0.5930,6.1158,1.2305,6.0329,
2.2600,0.2254,3.1912,2.3177,4.8044,3.6240,3.2002,0.5955,6.1180,1.2381,6.0661,
2.2651,0.2184,3.1889,2.3234,4.7983,3.6430,3.2046,0.5941,6.1413,1.2329,6.1105,
2.2764,0.2116,3.1918,2.3134,4.7903,3.6521,3.2082,0.6029,6.1379,1.2413,6.1627,
2.2854,0.2034,3.1858,2.3147,4.7721,3.6582,3.2100,0.5973,6.1249,1.2470,6.2219,
2.2947,0.1960,3.1823,2.3232,4.7670,3.6592,3.2120,0.5908,6.1003,1.2502,6.2512,
2.3051,0.1933,3.1846,2.3193,4.7655,3.6610,3.2175,0.5936,6.1221,1.2562,6.2694,
2.3072,0.1822,3.1474,2.3243,4.7666,3.6626,3.2242,0.5799,6.0946,1.2453,0.0032,
2.3141,0.1788,3.1515,2.3262,4.7649,3.6640,3.2309,0.5711,6.1236,1.2425,0.0127,
2.3180,0.1814,3.1508,2.3324,4.7703,3.6613,3.2206,0.5587,6.1451,1.2397,0.0041,
2.3277,0.1756,3.1517,2.3363,4.7659,3.6618,3.2234,0.5515,6.1548,1.2465,0.0153,
2.3361,0.1746,3.1583,2.3240,4.7634,3.6635,3.2165,0.5582,6.1758,1.2413,0.0125,
2.3509,0.1710,3.1625,2.3161,4.7608,3.6644,3.2211,0.5635,6.1659,1.2442,0.0220,
2.3578,0.1740,3.1651,2.3130,4.7619,3.6643,3.2184,0.5676,6.2023,1.2460,0.0571,
2.3575,0.1719,3.1725,2.3124,4.7667,3.6649,3.2173,0.5648,6.1906,1.2496,0.0404,
2.3617,0.1752,3.1761,2.3165,4.7723,3.6660,3.2070,0.5632,6.1960,1.2436,0.0135,
2.3670,0.1741,3.1777,2.3104,4.7741,3.6668,3.2153,0.5604,6.2090,1.2426,6.2687,
2.3847,0.1778,3.1768,2.3158,4.7782,3.6654,3.2120,0.5596,6.2108,1.2380,6.2492,
2.3930,0.1760,3.1678,2.3402,4.7825,3.6650,3.2052,0.5374,6.2493,1.2363,6.2377,
2.4032,0.1782,3.1651,2.3350,4.7858,3.6662,3.2034,0.5384,6.2487,1.2341,6.2254,
2.4167,0.1700,3.1489,2.3418,4.7776,3.6645,3.2098,0.5418,6.2455,1.2293,6.2657,
2.4292,0.1736,3.1489,2.3408,4.7808,3.6645,3.1987,0.5477,6.2483,1.2269,0.0075,
2.4378,0.1739,3.1483,2.3429,4.7857,3.6637,3.1988,0.5442,6.2363,1.2286,6.2787,
2.4404,0.1737,3.1440,2.3561,4.7878,3.6638,3.1950,0.5402,6.2601,1.2294,6.2795,
2.4446,0.1764,3.1437,2.3562,4.7941,3.6622,3.1876,0.5331,6.2421,1.2291,6.2759,
2.4549,0.1740,3.1500,2.3570,4.7979,3.6618,3.1915,0.5324,6.2352,1.2299,6.2669,
2.4600,0.1645,3.1455,2.3651,4.7925,3.6639,3.1970,0.5139,6.2395,1.2244,6.2425,
2.4693,0.1665,3.1517,2.3597,4.7948,3.6627,3.1898,0.5191,6.2250,1.2222,6.2050,
2.4698,0.1596,3.1623,2.3531,4.7927,3.6631,3.1859,0.5193,6.2511,1.2192,6.1892,
2.4877,0.1570,3.1584,2.3653,4.7984,3.6647,3.1879,0.5119,0.0009,1.2164,6.2110,
2.4949,0.1497,3.1677,2.3539,4.7893,3.6651,3.1918,0.5210,0.0037,1.2189,6.1991,
2.4954,0.1459,3.1666,2.3574,4.7861,3.6660,3.1911,0.5180,0.0017,1.2204,6.2310,
2.4998,0.1494,3.1604,2.3646,4.7899,3.6643,3.1850,0.5066,6.2608,1.2126,6.2385,
2.5113,0.1431,3.1688,2.3555,4.7837,3.6674,3.1907,0.5150,6.2559,1.2143,6.2483,
2.5260,0.1371,3.1462,2.3702,4.7814,3.6674,3.1870,0.5062,6.2757,1.2111,6.2654,
2.5366,0.1347,3.1173,2.3932,4.7804,3.6692,3.1918,0.4932,0.0149,1.2001,6.2626,
2.5464,0.1318,3.1207,2.3941,4.7758,3.6724,3.1894,0.4991,0.0106,1.2030,0.0099,
2.5561,0.1304,3.1232,2.3853,4.7705,3.6745,3.1934,0.5089,0.0209,1.2063,6.2757,
2.5645,0.1342,3.1329,2.3711,4.7830,3.6716,3.1860,0.5226,0.0263,1.2025,6.2810,
2.5608,0.1275,3.1410,2.3797,4.7849,3.6734,3.1754,0.5152,0.0414,1.1993,6.2645,
2.5707,0.1161,3.1385,2.3861,4.7752,3.6764,3.1733,0.5084,0.0472,1.1986,6.2644,
2.5866,0.1211,3.1345,2.3852,4.7806,3.6762,3.1737,0.5035,0.0475,1.1976,6.2592,
2.5979,0.1230,3.1289,2.3896,4.7840,3.6762,3.1632,0.5064,0.0396,1.1971,6.2608,
2.6001,0.1260,3.1296,2.3969,4.7856,3.6761,3.1540,0.5055,0.0290,1.1990,6.2402,
2.6087,0.1243,3.1332,2.3910,4.7862,3.6785,3.1551,0.5093,0.0266,1.1964,0.0081,
2.6152,0.1225,3.1336,2.3941,4.7868,3.6784,3.1575,0.5069,0.0275,1.1959,0.0010,
2.6195,0.1241,3.1179,2.4036,4.7928,3.6763,3.1525,0.4924,0.0321,1.1910,6.2808,
2.6258,0.1295,3.1254,2.4088,4.7953,3.6762,3.1420,0.5019,0.0264,1.1915,6.2629,
2.6322,0.1290,3.1304,2.4070,4.7958,3.6771,3.1388,0.5101,0.0147,1.1921,0.0190,
2.6407,0.1223,3.1247,2.4082,4.7918,3.6791,3.1373,0.5117,0.0216,1.1904,0.0293,
2.6493,0.1257,3.1292,2.4046,4.7957,3.6783,3.1294,0.5046,0.0465,1.1879,0.0292,
2.6607,0.1250,3.1321,2.3991,4.7929,3.6784,3.1186,0.5016,0.0567,1.1830,0.0204,
2.6632,0.1176,3.1325,2.3903,4.7846,3.6784,3.1211,0.4937,0.0509,1.1760,6.2738,
2.6657,0.1111,3.1337,2.3875,4.7751,3.6817,3.1280,0.4945,0.0389,1.1759,6.2422,
2.6728,0.1144,3.1391,2.3838,4.7797,3.6810,3.1178,0.5003,0.0422,1.1679,6.2524,
2.6849,0.1161,3.1389,2.3786,4.7796,3.6823,3.1108,0.5067,0.0362,1.1613,6.2666,
2.6893,0.1108,3.1346,2.3805,4.7768,3.6821,3.1057,0.5070,0.0343,1.1609,6.2670,
2.6942,0.1041,3.1355,2.3865,4.7733,3.6857,3.1074,0.5030,0.0240,1.1651,0.0056,
2.6954,0.0971,3.1380,2.3868,4.7693,3.6868,3.1128,0.5029,0.0146,1.1721,0.0368,
2.7105,0.0984,3.1412,2.3963,4.7705,3.6864,3.1118,0.5081,6.2809,1.1667,6.2824,
2.7132,0.0935,3.1444,2.3994,4.7674,3.6876,3.1140,0.5098,6.2765,1.1689,0.0035,
2.7218,0.0971,3.1527,2.3900,4.7710,3.6886,3.1098,0.5174,6.2809,1.1671,0.0334,
