-0.4033, -0.3236, -0.1101, 0.3079, 0.2676
-0.4023, -0.3246, -0.1111, 0.3069, 0.2666
-0.4013, -0.3256, -0.1121, 0.3059, 0.2656
-0.4013, -0.3266, -0.1131, 0.3049, 0.2646
-0.4014, -0.3276, -0.1140, 0.3040, 0.2637
-0.4018, -0.3285, -0.1150, 0.3030, 0.2627
-0.4020, -0.3295, -0.1160, 0.3021, 0.2618
-0.4025, -0.3305, -0.1169, 0.3012, 0.2608
-0.4031, -0.3315, -0.1179, 0.3003, 0.2599
-0.4038, -0.3325, -0.1188, 0.2994, 0.2589
-0.4047, -0.3335, -0.1198, 0.2984, 0.2580
-0.4055, -0.3345, -0.1207, 0.2976, 0.2570
-0.4065, -0.3356, -0.1217, 0.2967, 0.2561
-0.4074, -0.3366, -0.1226, 0.2959, 0.2552
-0.4084, -0.3376, -0.1235, 0.2950, 0.2543
-0.4094, -0.3386, -0.1243, 0.2942, 0.2534
-0.4104, -0.3396, -0.1252, 0.2934, 0.2525
-0.4114, -0.3407, -0.1261, 0.2926, 0.2516
-0.4125, -0.3417, -0.1270, 0.2918, 0.2507
-0.4135, -0.3427, -0.1278, 0.2910, 0.2499
-0.4146, -0.3438, -0.1286, 0.2903, 0.2490
-0.4157, -0.3448, -0.1293, 0.2895, 0.2482
-0.4168, -0.3459, -0.1301, 0.2888, 0.2474
-0.4179, -0.3470, -0.1308, 0.2881, 0.2466
-0.4191, -0.3481, -0.1315, 0.2874, 0.2458
-0.4202, -0.3492, -0.1322, 0.2868, 0.2451
-0.4214, -0.3503, -0.1328, 0.2861, 0.2444
-0.4226, -0.3514, -0.1334, 0.2855, 0.2437
-0.4237, -0.3524, -0.1339, 0.2850, 0.2430
-0.4249, -0.3535, -0.1344, 0.2844, 0.2423
-0.4261, -0.3546, -0.1349, 0.2838, 0.2417
-0.4273, -0.3557, -0.1353, 0.2833, 0.2410
-0.4285, -0.3569, -0.1357, 0.2828, 0.2404
-0.4298, -0.3580, -0.1360, 0.2822, 0.2397
-0.4310, -0.3592, -0.1362, 0.2818, 0.2392
-0.4323, -0.3604, -0.1364, 0.2813, 0.2387
-0.4335, -0.3616, -0.1366, 0.2810, 0.2382
-0.4348, -0.3627, -0.1367, 0.2807, 0.2378
-0.4357, -0.3640, -0.1366, 0.2802, 0.2373
-0.4367, -0.3652, -0.1365, 0.2797, 0.2370
-0.4377, -0.3665, -0.1363, 0.2793, 0.2365
-0.4388, -0.3677, -0.1360, 0.2789, 0.2361
-0.4400, -0.3690, -0.1357, 0.2785, 0.2358
-0.4411, -0.3703, -0.1354, 0.2783, 0.2356
-0.4423, -0.3716, -0.1349, 0.2781, 0.2354
-0.4435, -0.3728, -0.1344, 0.2781, 0.2354
-0.4448, -0.3741, -0.1339, 0.2781, 0.2354
-0.4460, -0.3754, -0.1333, 0.2782, 0.2356
