0.1710, 0.1801, 0.1178, -0.0245, 0.0176
0.1720, 0.1811, 0.1168, -0.0235, 0.0186
0.1730, 0.1821, 0.1158, -0.0225, 0.0196
0.1739, 0.1831, 0.1148, -0.0216, 0.0206
0.1749, 0.1841, 0.1139, -0.0206, 0.0215
0.1758, 0.1851, 0.1129, -0.0197, 0.0225
0.1768, 0.1860, 0.1121, -0.0188, 0.0235
0.1777, 0.1870, 0.1112, -0.0179, 0.0244
0.1787, 0.1879, 0.1104, -0.0170, 0.0254
0.1796, 0.1887, 0.1097, -0.0161, 0.0263
0.1805, 0.1896, 0.1089, -0.0153, 0.0273
0.1814, 0.1904, 0.1082, -0.0144, 0.0282
0.1823, 0.1912, 0.1075, -0.0136, 0.0291
0.1832, 0.1918, 0.1069, -0.0129, 0.0300
0.1841, 0.1924, 0.1066, -0.0123, 0.0308
0.1849, 0.1929, 0.1065, -0.0119, 0.0317
0.1857, 0.1934, 0.1069, -0.0118, 0.0325
0.1865, 0.1937, 0.1072, -0.0117, 0.0333
0.1873, 0.1940, 0.1076, -0.0116, 0.0341
0.1880, 0.1942, 0.1080, -0.0116, 0.0349
0.1888, 0.1943, 0.1084, -0.0116, 0.0357
0.1896, 0.1943, 0.1089, -0.0116, 0.0364
0.1903, 0.1942, 0.1095, -0.0116, 0.0371
0.1910, 0.1939, 0.1103, -0.0119, 0.0379
0.1916, 0.1935, 0.1111, -0.0123, 0.0386
0.1923, 0.1930, 0.1119, -0.0127, 0.0393
0.1930, 0.1925, 0.1128, -0.0131, 0.0400
0.1936, 0.1918, 0.1137, -0.0137, 0.0407
0.1942, 0.1912, 0.1147, -0.0142, 0.0413
0.1948, 0.1904, 0.1155, -0.0147, 0.0420
0.1952, 0.1896, 0.1165, -0.0153, 0.0427
0.1956, 0.1887, 0.1176, -0.0161, 0.0433
0.1958, 0.1878, 0.1187, -0.0169, 0.0440
0.1960, 0.1868, 0.1198, -0.0177, 0.0447
0.1962, 0.1857, 0.1210, -0.0185, 0.0454
0.1964, 0.1847, 0.1221, -0.0194, 0.0461
